User_id,Total_Relevant_Books,Overlap_Rec_CB_Only,Overlap_Rec_CF_Only,Overlap_Rec_CB_Filtered_by_CF,Overlap_Rec_By_Multiplying_Scores,Overlap_Rec_Random
135468901,25,3,0,3,3,0
135754623,59,3,3,1,3,0
135790038,41,1,1,1,3,1
135946974,79,2,1,2,3,1
136360459,44,3,1,3,4,0
136631890,48,3,1,2,3,0
136636294,76,1,4,3,4,1
136981738,10,3,0,1,1,0
137046639,63,2,2,0,4,0
137156656,78,0,5,1,4,0
137447925,115,3,1,6,3,1
137844555,89,2,4,1,3,1
138053377,10,0,1,0,0,0
138277086,57,1,4,4,5,0
138307964,20,0,0,1,0,0
138425284,48,1,1,0,0,0
138481807,31,1,0,1,2,0
138559846,53,4,2,4,3,0
138703574,62,1,0,1,4,0
138710663,35,0,0,0,0,0
138710669,10,0,0,0,0,0
138710682,14,0,1,0,0,0
138710686,6,1,0,1,1,0
138710712,23,2,0,1,1,0
138710724,14,1,0,1,1,0
138796335,54,3,3,2,6,0
138801181,96,3,1,3,1,0
138835576,85,1,2,1,2,0
138944412,50,4,0,3,3,0
138969247,138,8,3,4,6,0
139392612,21,0,0,0,0,0
139392659,8,0,0,0,0,0
139392692,7,0,0,0,0,0
139464585,36,2,0,0,0,0
139503502,11,1,0,2,1,0
139503567,5,0,0,0,0,0
139503573,9,0,0,1,1,0
139503579,49,2,1,1,4,0
139503584,21,1,0,2,0,0
139503594,4,0,0,0,0,0
139503598,9,0,0,0,0,0
139503599,1,0,0,0,0,0
139876444,108,3,3,3,3,0
139972319,8,0,0,0,0,0
139972333,11,3,0,1,3,0
139972351,31,0,1,1,1,0
139972377,45,2,1,3,3,0
139972380,45,4,1,4,3,0
140019800,81,6,1,4,4,1
140103866,44,3,1,1,1,0
140104087,18,4,0,1,2,0
140104111,14,7,1,2,6,0
140104112,14,0,0,0,0,1
140104157,6,2,0,1,1,0
140219903,94,3,0,0,1,0
140625690,99,2,6,2,7,0
140919522,55,2,0,3,3,0
140933756,101,3,2,1,5,1
141358460,46,1,1,1,1,1
141414884,92,4,2,4,4,0
141424171,8,2,0,1,1,0
141424194,10,0,0,0,0,0
141471422,4,0,0,0,0,0
141489792,4,0,0,0,0,0
141489797,1,0,0,0,0,0
141489820,32,7,1,2,3,0
141489868,6,1,0,0,0,0
141489872,16,0,1,0,1,0
141536160,8,1,0,0,0,0
141712034,109,10,0,10,6,1
142528167,2,0,0,0,0,0
142528211,9,0,0,0,0,0
142539373,5,0,0,0,0,0
142539385,11,1,2,1,1,0
142576512,8,0,0,0,0,0
142706717,57,2,2,7,5,0
142709713,67,2,1,2,1,0
142951466,54,3,0,4,4,0
143021129,12,0,0,0,0,0
143408200,41,1,0,0,0,0
143536718,53,7,1,6,10,0
143654394,10,1,0,0,0,0
143654419,9,1,0,0,0,0
143654437,5,0,0,0,0,0
143670971,104,1,3,0,1,1
143678171,101,9,2,6,8,0
143712539,70,0,2,0,2,0
143839385,29,1,1,1,1,0
143886503,40,2,1,3,3,0
143963297,95,4,2,5,4,0
143981697,156,3,0,3,2,0
144066467,21,3,0,2,3,0
144066469,38,2,1,2,3,0
144066515,3,3,0,0,1,0
144133330,54,4,1,0,0,0
144203096,63,8,0,7,6,0
144233656,78,1,1,4,2,0
144233725,75,0,2,0,5,0
144273982,71,3,2,2,3,0
144307600,15,1,0,2,1,0
144334944,6,1,0,1,1,0
144334971,8,0,0,0,0,0
144334978,11,1,0,1,1,0
144334982,7,2,0,1,2,0
144335008,5,1,0,0,0,0
144335021,9,1,0,1,1,0
144346398,123,5,6,4,4,0
144364909,62,5,2,4,5,0
144696945,93,4,0,4,2,0
144723086,61,0,1,0,4,0
144879427,9,1,0,1,2,0
144879437,4,0,0,0,0,0
144879446,44,1,0,1,1,0
144879510,24,0,1,0,0,0
145003328,10,1,0,0,2,1
145004056,51,1,2,1,3,0
145216046,76,0,4,1,6,0
145311829,27,0,1,1,0,0
145365960,52,1,0,1,1,0
145381262,26,3,0,1,0,0
145460445,74,5,3,4,4,0
145471551,33,0,2,1,1,1
145688222,23,2,1,2,2,0
145743170,58,1,0,3,1,0
145766409,43,2,1,1,2,0
145773429,18,1,0,1,1,0
145773439,23,1,1,0,2,0
145773444,10,1,1,0,0,0
145773500,19,1,0,0,0,0
145817846,5,0,1,0,0,0
145817848,15,0,1,0,1,0
145817854,3,0,0,1,1,0
145817906,27,4,0,2,1,0
145817928,6,1,0,2,2,0
145817933,15,1,0,1,1,0
145877242,33,0,0,0,0,0
146047930,53,2,1,4,0,0
146485295,44,3,1,2,1,0
146616161,39,0,0,2,1,0
146683200,64,3,2,0,2,0
146685827,12,1,1,0,1,0
146685850,28,0,0,1,0,0
146685877,4,0,0,0,0,0
146834169,41,4,0,3,3,0
147006315,20,0,0,0,0,0
147053918,8,0,0,0,0,0
147053951,9,0,0,0,0,0
147053954,14,0,1,0,2,1
147053974,62,2,2,3,4,0
147053980,5,0,0,0,0,0
147053986,35,2,1,3,2,0
147066064,61,10,0,2,0,0
147407082,23,1,0,1,1,0
147548627,27,4,0,2,1,0
147598807,43,2,1,1,0,0
147664566,74,0,2,3,5,1
147694471,13,1,0,0,1,0
147694494,20,1,0,4,2,0
147694522,9,0,0,0,0,0
147730387,124,2,1,4,4,0
148265984,23,0,0,1,1,0
148694708,38,1,0,0,0,0
148816200,31,1,0,1,0,0
149026671,7,0,0,0,0,0
149026684,19,6,0,2,3,0
149026735,15,1,0,0,0,0
149177096,165,7,2,6,6,0
149343317,95,6,1,6,6,1
149397407,32,1,0,0,0,1
149612475,32,3,0,3,1,0
149656733,20,2,0,0,0,0
149694522,153,1,1,0,1,0
149738976,25,1,0,1,2,0
149748680,4,0,0,0,0,0
150053956,26,1,1,1,1,0
150095502,42,5,1,3,3,0
150171478,82,3,1,2,3,0
150464342,39,3,1,4,2,0
150474873,51,4,2,0,1,0
150499355,15,1,1,2,2,0
150499365,9,0,1,0,1,0
150499384,3,0,0,0,0,0
150688350,6,1,0,2,2,0
150688377,10,0,1,2,2,0
150688390,20,1,1,0,0,0
150688413,24,0,0,0,0,0
150713783,94,5,4,5,5,0
150802981,38,1,2,1,2,0
151069713,67,0,1,1,1,0
151069755,3,1,0,1,1,0
151069760,9,0,0,0,0,0
151324837,1,0,0,0,0,0
151334186,65,1,1,1,3,0
151413669,65,1,1,1,0,0
151452481,29,2,0,0,0,0
151627451,23,0,0,0,0,0
151676354,4,0,0,0,0,0
151676381,17,6,1,3,2,0
151676404,60,3,1,4,2,0
152098334,74,4,3,5,9,0
152273889,19,0,1,1,1,0
152331077,21,2,0,1,2,0
152383875,14,0,0,0,0,0
152397916,7,1,0,1,1,0
152397968,11,0,0,2,2,0
152617118,26,0,1,2,2,0
152660246,53,1,1,2,0,0
152753877,25,1,0,0,0,1
152889889,39,3,0,1,1,0
153188666,34,0,1,0,0,0
153539984,144,20,1,10,7,0
153681210,25,4,2,4,3,0
153681224,10,1,1,1,1,0
153681251,17,2,0,1,1,0
153681286,10,2,0,2,2,0
153753257,48,2,2,1,5,0
153834359,10,0,0,0,0,0
153936246,76,3,2,4,6,1
153991119,7,0,0,0,0,0
154072863,13,0,0,0,0,0
154151021,48,3,1,4,2,0
154304664,61,5,0,5,4,0
154312049,27,3,0,2,0,0
154368720,52,1,1,2,1,0
154417108,53,1,2,0,4,0
154848797,13,0,0,0,0,0
154924005,128,1,6,1,8,0
154946604,34,0,0,1,0,0
154973062,5,3,0,1,1,0
154973090,3,0,0,0,0,0
155007415,20,0,0,0,0,0
155173464,31,1,1,0,2,0
155369892,24,3,1,2,2,0
155471334,102,6,4,8,7,1
155525368,26,0,2,0,1,0
155526595,5,1,0,0,0,0
155526610,4,0,0,0,0,0
155526611,9,1,0,0,0,0
155526621,3,0,0,1,1,0
156180868,31,0,0,0,0,0
156267030,29,1,0,0,0,0
156439118,18,0,1,0,0,0
156439147,3,0,0,0,0,0
156439191,7,1,0,0,0,0
156534446,29,5,0,3,4,0
156571615,26,2,0,2,1,0
156740358,13,3,0,0,1,0
156767116,21,0,0,0,0,0
156873554,22,3,0,0,0,0
156939561,97,2,0,3,2,0
157143261,34,5,1,4,3,0
157266170,3,0,0,0,0,0
157266184,10,1,0,0,0,0
157266194,5,1,0,3,2,0
157266199,41,0,0,0,1,0
157266239,4,2,0,1,1,0
157511407,17,1,0,2,2,0
157615338,30,2,1,2,2,0
157783630,39,6,1,4,5,0
157812879,30,3,1,2,3,0
158114548,43,3,3,4,6,0
158323369,5,0,0,0,0,0
158360801,51,3,1,4,4,1
158385382,37,0,0,1,2,0
158486593,29,0,2,0,1,0
158599133,17,0,1,0,0,0
159012044,1,1,0,1,1,0
159012101,20,2,0,2,2,0
159274551,84,2,1,2,2,0
159407927,13,1,0,2,1,0
159464139,20,1,2,2,3,0
159527730,17,0,0,0,0,0
159571314,34,0,1,4,3,1
159721214,76,1,0,0,2,0
159722942,12,0,0,0,0,0
159722975,5,1,0,0,0,0
159722979,8,0,0,0,0,0
159722998,8,0,0,0,0,0
159779002,49,0,2,0,2,0
160117459,36,2,1,0,2,0
160397935,111,1,6,3,6,0
160422002,3,0,0,1,1,0
160422014,4,0,0,0,0,0
160422016,8,1,1,0,1,0
160422020,7,0,0,0,0,0
160422026,6,1,0,0,0,0
160422029,28,1,0,2,3,0
160422042,5,1,0,0,0,0
160422056,4,0,0,0,0,0
160422063,16,0,0,1,0,0
160422074,8,2,0,1,2,0
160422091,21,2,2,2,2,0
160422092,29,0,0,3,3,0
160422094,13,1,0,1,1,0
160422097,12,4,0,2,4,0
160422100,1,0,0,0,0,0
160427100,30,0,0,0,0,0
160483323,1,1,0,0,0,0
160509768,75,3,1,5,3,0
160569717,48,1,3,0,3,0
160605705,16,0,0,0,1,0
160701607,29,2,1,2,3,0
160755132,7,0,0,1,0,0
160755136,11,0,0,0,0,0
160755145,11,1,0,1,1,0
160755166,10,0,1,0,1,0
160755172,4,0,0,0,0,0
160755175,11,0,0,0,0,0
160755177,5,0,0,0,0,0
160755187,30,0,0,3,0,0
160755205,3,0,0,0,0,0
161101833,82,0,0,0,0,0
161330831,21,3,1,3,2,0
161613037,177,4,2,6,6,0
161630161,4,1,0,1,1,0
161630182,10,0,0,0,0,0
161630217,15,1,2,2,2,0
161736120,28,3,1,3,2,0
161806005,49,1,1,4,3,0
161944492,26,1,0,2,2,0
161990099,71,3,1,8,6,0
162004679,58,1,0,4,3,0
162170936,14,0,1,0,1,0
162490341,8,3,0,1,1,0
162490366,25,1,0,2,2,0
162490410,15,0,0,0,1,0
162523799,33,1,0,0,1,0
162596364,23,1,0,1,1,0
162722966,56,1,2,1,1,0
162820808,10,1,1,0,0,0
162913029,24,2,0,0,0,0
162974871,14,5,0,3,3,0
162974879,23,1,1,1,1,0
163049250,36,2,0,1,0,0
163070569,78,2,1,4,4,0
163163625,20,0,1,1,1,0
163280032,7,1,1,2,1,0
163285115,13,0,0,0,0,0
163285129,69,1,1,3,3,0
163285138,4,0,0,0,0,0
163285180,1,0,0,0,0,0
163285183,121,6,3,8,6,0
163866436,58,3,1,2,2,0
163875078,12,1,1,1,1,0
163875096,19,0,3,2,3,0
163937237,30,1,1,1,2,0
163961100,25,5,1,4,2,0
163995939,47,1,1,3,0,0
164001796,9,0,1,0,0,0
164001806,14,1,0,1,0,0
164159344,8,1,0,2,1,0
164159361,8,2,0,1,0,0
164159363,27,2,0,2,2,0
164159366,6,0,0,0,0,0
164159368,9,0,0,1,0,0
164159383,5,0,0,0,0,0
164537718,11,3,0,1,1,0
164600187,34,5,1,4,2,0
164864075,55,0,1,1,2,0
165435043,36,5,1,1,2,1
165673786,40,3,2,3,3,0
165788219,35,2,0,1,2,0
165790875,26,3,1,1,1,0
165916184,13,0,0,0,0,0
165916193,3,0,0,0,0,0
165916242,3,0,0,0,0,0
165987692,25,2,0,1,1,0
166043608,140,2,2,0,5,0
166197371,43,2,0,5,6,0
167048992,54,1,1,5,4,0
167059260,14,5,0,2,2,0
167059268,8,1,0,0,0,0
167059291,17,1,0,2,1,0
167059293,38,1,0,2,1,0
167059303,7,1,1,1,1,0
167538233,104,6,2,9,10,0
167609502,20,1,0,0,0,0
167916384,22,2,0,1,1,0
167916388,9,1,0,0,0,0
168421962,28,0,0,1,0,0
168657929,22,0,1,1,1,0
168688712,20,2,0,1,1,1
168735870,14,0,0,0,0,0
168841968,12,0,0,0,0,0
169128945,117,3,1,4,3,0
169172658,27,2,1,0,1,0
169225944,2,0,0,0,1,0
169276197,42,3,1,5,8,0
169508861,6,1,0,1,1,0
169508883,37,0,0,1,0,0
169508887,17,1,1,0,1,0
169508897,17,6,0,1,2,0
169508929,8,0,1,0,1,0
169695753,11,5,0,3,4,0
170073032,49,0,3,1,5,0
170316200,19,1,0,0,0,0
170316209,26,0,1,1,2,0
170416426,20,0,0,0,0,0
170416463,5,0,0,1,1,0
170416475,6,1,0,1,0,0
170416487,5,0,0,0,0,0
170416506,7,0,0,0,0,0
170416516,5,0,0,0,0,0
170484188,21,0,0,0,0,0
170735441,5,3,0,1,1,0
170735468,55,0,1,0,1,0
170735469,10,1,0,1,1,0
170735488,29,0,2,0,1,0
170735497,5,1,0,0,0,0
170735515,5,0,0,0,0,0
171135280,29,1,0,2,2,0
171425888,7,0,0,0,0,0
171607079,27,2,2,1,4,0
171620365,57,2,2,2,3,0
171626465,60,3,1,4,3,0
171637920,13,0,0,0,0,0
171637958,3,1,0,0,1,0
171637959,3,1,0,0,1,0
171972952,17,1,0,1,1,0
172151053,2,0,0,0,0,0
172151064,16,5,1,3,4,0
172151071,4,1,0,0,0,0
172151072,1,0,0,0,0,0
172151092,27,0,0,1,1,0
172151110,11,1,0,1,1,0
172586640,53,1,1,1,3,0
172628061,152,5,1,3,3,1
172669754,10,0,0,1,0,0
172669756,10,1,0,0,0,0
172669761,4,0,0,0,0,0
172669797,25,0,0,1,0,0
172669804,3,0,0,0,0,0
172669820,41,0,1,1,2,0
172669831,1,0,0,0,0,0
172735930,18,7,0,3,3,0
173248059,15,3,0,2,2,0
173379448,16,0,0,0,0,0
173445604,26,2,0,1,1,0
173465155,50,1,0,0,2,0
173492215,34,2,0,0,1,0
174009847,28,1,0,0,0,0
174049677,16,0,2,0,1,0
174722081,10,1,0,0,0,0
174724758,12,0,2,0,1,0
174724776,11,0,0,0,0,0
174724796,7,0,0,0,0,0
174724815,34,8,0,7,5,0
174732697,23,2,2,2,1,0
174805437,61,2,1,4,3,0
174805477,34,1,0,0,0,0
174805495,1,0,0,0,0,0
174894057,177,7,2,5,4,0
175025174,11,2,0,1,1,0
175118541,34,1,3,1,4,0
175170030,71,3,1,2,2,0
175180734,14,0,0,0,0,0
175187297,22,1,0,0,0,0
175220381,11,0,0,1,1,0
175220401,0,0,0,0,0,0
175220406,3,0,0,0,0,0
175537621,9,2,1,3,1,0
175644941,6,1,0,0,0,0
175644972,17,4,0,3,3,0
175644986,4,2,0,0,0,0
175644993,7,2,0,2,2,0
175645005,30,6,1,4,4,0
175955899,71,1,0,0,0,0
176179137,8,2,0,1,1,0
176180116,6,0,0,0,0,0
176455240,17,3,1,2,2,0
176455269,13,1,1,0,2,0
176455284,12,3,1,2,2,0
176455301,15,0,2,0,1,0
176811711,32,1,0,2,0,0
177390571,5,1,0,1,1,0
177595526,7,2,0,0,0,0
177595532,4,0,0,0,0,0
177595554,25,5,1,2,2,1
177595569,9,1,0,0,0,0
177709798,9,0,0,0,0,0
177709810,5,0,0,0,0,0
177815884,12,1,1,1,1,0
177938187,23,1,1,1,2,0
178184691,16,1,0,0,0,0
178385035,6,2,0,1,1,0
179013651,15,3,0,1,2,0
179013656,7,0,0,0,0,0
179013693,4,0,0,0,0,0
179013695,5,0,0,0,0,0
179013702,5,0,0,0,0,0
179013705,2,0,0,0,0,0
179623204,27,0,1,1,1,0
179623208,7,2,0,2,2,0
179623227,12,1,0,0,0,0
179632009,9,4,0,1,4,0
179945281,26,6,0,2,3,0
179945283,5,1,0,0,0,0
179945284,13,3,1,1,3,0
179945298,20,0,0,0,0,0
179945364,15,0,0,1,0,0
180290631,17,0,0,0,0,0
180481942,6,0,0,0,0,0
180482011,4,0,0,1,1,0
180482029,2,0,0,0,0,0
180482034,6,0,0,1,1,0
181641801,20,1,0,0,1,0
181641810,6,0,0,0,0,0
181641840,6,0,0,0,0,0
181983163,46,0,3,0,2,0
181983172,12,1,0,1,1,0
181983176,5,1,0,0,0,0
181983199,15,0,0,0,0,0
181983203,41,3,2,1,2,1
181983230,9,0,1,1,0,0
182262084,13,4,0,1,3,0
182262128,21,4,0,3,2,0
182262146,1,0,0,1,1,0
183771321,6,0,0,0,0,0
183771341,9,0,0,0,0,0
183868629,17,11,1,4,6,0
183868657,4,0,0,0,0,0
184133779,11,0,0,0,0,0
184215166,12,0,0,2,0,0
184689603,14,1,2,0,2,0
184791680,4,0,0,0,0,0
184791684,6,0,0,0,0,0
184791704,4,0,0,0,0,0
184886984,25,2,0,2,2,0
186329288,7,3,0,1,2,0
186329295,8,0,0,0,0,0
186329314,10,0,1,1,2,0
186329322,11,0,0,0,0,0
186329323,3,1,0,0,0,0
186329352,12,0,0,1,1,0
186680668,2,0,0,0,0,0
186680680,9,0,0,1,2,0
186680717,6,5,0,4,4,0
186680756,13,0,0,0,0,0
187085604,90,6,1,3,5,1
187085616,7,0,0,0,0,0
187096126,27,5,1,7,5,0
187096154,5,0,0,0,0,0
187096163,7,0,0,0,0,0
187096173,16,6,0,2,1,0
187096178,41,0,0,0,1,0
187345051,8,1,0,1,1,0
187345073,15,0,0,0,0,0
187345078,11,1,0,1,1,0
187345092,11,2,0,1,1,0
187345095,3,0,0,0,0,0
187392848,8,0,0,1,1,0
187752715,9,1,0,0,0,0
187884932,14,4,1,2,3,0
187884966,15,0,0,0,0,0
189019106,5,1,0,1,1,0
189019155,6,0,0,0,0,0
189274676,16,8,1,6,8,0
189274685,6,1,0,3,2,0
189274730,5,0,0,0,0,0
189274745,5,0,1,0,0,0
189520385,10,3,0,1,1,0
189520390,6,1,0,1,2,0
189520408,7,1,0,1,1,0
189520421,6,0,0,0,0,0
189837451,7,3,1,2,2,0
