,review
5405,enlightening memoir community appalachia forgotten american gave clearer insight understanding reasonsthis enlightening memoir community appalachia forgotten american gave clearer insight understanding reason many citizen disillusioned political system fairness country swell support alternative candidate vance intelligent insight
5406,nan
5407,nan
5408,nan
5409,nan
5410,nan
5411,nan
5412,nan
5413,nan
5414,nan
5415,nan
5416,nan
5417,nan
5418,nan
5419,nan
5420,nan
5421,nan
5422,nan
5423,nan
5424,nan
5425,mean wwwwwhat
5426,nan
5427,nan
5428,nan
5429,nan
5430,nan
5431,nan
5432,nan
5433,nan
5434,nan
5435,nan
5436,nan
5437,nan
5438,nan
5439,nan
5440,nan
5441,nan
5442,nan
5443,nan
5444,nan
5445,nan
5446,nan
5447,nan
5448,nan
5449,nan
5450,nan
5451,nan
5452,nan
5453,nan
5454,nan
5455,nan
5456,nan
5457,nan
5458,nan
5459,nan
5460,nan
5461,nan
5462,nan
5463,nan
5464,nan
5465,nan
5466,nan
5467,nan
5468,nan
5469,nan
5470,nan
5471,nan
5472,nan
5473,nan
5474,nan
5475,nan
5476,nan
5477,nan
5478,nan
5479,nan
5480,nan
5481,nan
5482,nan
5483,nan
5484,nan
5485,nan
5486,nan
5487,nan
5488,nan
5489,nan
5490,nan
5491,nan
5492,nan
5493,nan
5494,nan
5495,nan
5496,nan
5497,nan
5498,nan
5499,nan
5500,nan
5501,nan
5502,nan
5503,nan
5504,nan
5505,nan
5506,nan
5507,nan
5508,nan
5509,nan
5510,nan
5511,nan
5512,nan
5513,nan
5514,nan
5515,nan
5516,nan
5517,nan
5518,nan
5519,nan
5520,nan
5521,nan
5522,nan
5523,nan
5524,nan
5525,nan
5526,nan
5527,nan
5528,nan
5529,nan
5530,nan
5531,nan
5532,nan
5533,nan
5534,nan
5535,nan
5536,nan
5537,nan
5538,nan
5539,nan
5540,nan
5541,nan
5542,nan
5543,nan
5544,nan
5545,nan
5546,nan
5547,nan
5548,nan
5549,nan
5550,nan
5551,nan
5552,nan
5553,nan
5554,nan
5555,nan
5556,nan
5557,nan
5558,nan
5559,nan
5560,nan
5561,nan
5562,nan
5563,nan
5564,nan
5565,nan
5566,nan
5567,nan
5568,nan
5569,nan
5570,nan
5571,nan
5572,nan
5573,nan
5574,nan
5575,nan
5576,nan
5577,nan
5578,nan
5579,nan
5580,nan
5581,nan
5582,nan
5583,nan
5584,nan
5585,nan
5586,nan
5587,nan
5588,nan
5589,nan
5590,nan
5591,nan
5592,nan
5593,nan
5594,nan
5595,nan
5596,nan
5597,nan
5598,detrás los vestidos verde esmeralda los flash la alfombras rojas evelyn revela una vida hecha decisiones ásperas amores imposibl detrás los vestidos verde esmeralda los flash la alfombras rojas evelyn revela una vida hecha decisiones ásperas amores imposibles renuncias que pesan más que los premios busca que juzguen solo que escuchen hacerlo muestra fragilidad mundo que exige perfección mientras castiga autenticidad voz fuerte contradictoria humana hecho pensar cuántas veces elegimos que espera nosotros que realmente somos difícil que sostener verdad propia sistema que premia la máscaras con una sensibilidad nada forzada libro también no habla del derecho amar sin miedo cuerpos que envejecen sin permiso ambición como motor como pecado evelyn pide perdón por sobrevivir eso manera también acto amor también recordatorio que bueno malo existen como absolutos vida real juega escala los gris donde cada decisión toma desde urgencia miedo deseo dolor evelyn ángel villana simplemente humana por eso historia deja huella
5599,nan
5600,nan
5601,nan
5602,nan
5603,nan
5604,nan
5605,nan
5606,nan
5607,nan
5608,nan
5609,nan
5610,nan
5611,nan
5612,nan
5613,nan
5614,nan
5615,nan
5616,nan
5617,nan
5618,nan
5619,nan
5620,nan
5621,nan
5622,nan
5623,nan
5624,nan
5625,nan
5626,nan
5627,nan
5628,nan
5629,nan
5630,nan
5631,nan
5632,nan
5633,nan
5634,nan
5635,nan
5636,nan
5637,nan
5638,nan
5639,nan
5640,nan
5641,nan
5642,nan
5643,nan
5644,nan
5645,nan
5646,nan
5647,nan
5648,nan
5649,nan
5650,nan
5651,nan
5652,nan
5653,nan
5654,nan
5655,nan
5656,nan
5657,nan
5658,nan
5659,nan
5660,nan
5661,nan
5662,nan
5663,nan
5664,nan
5665,nan
5666,nan
5667,nan
5668,nan
5669,nan
5670,nan
5671,nan
5672,nan
5673,nan
5674,nan
5675,nan
5676,nan
5677,nan
5678,nan
5679,nan
5680,nan
5681,nan
5682,nan
5683,nan
5684,nan
5685,nan
5686,nan
5687,nan
5688,nan
5689,nan
5690,nan
5691,nan
5692,nan
5693,nan
5694,nan
5695,nan
5696,nan
5697,nan
5698,nan
5699,nan
5700,nan
5701,nan
5702,nan
5703,nan
5704,nan
5705,nan
5706,nan
5707,nan
5708,nan
5709,nan
5710,nan
5711,nan
5712,nan
5713,nan
5714,nan
5715,nan
5716,nan
5717,nan
5718,nan
5719,nan
5720,nan
5721,nan
5722,nan
5723,nan
5724,nan
5725,nan
5726,nan
5727,nan
5728,nan
5729,nan
5730,nan
5731,nan
5732,nan
5733,nan
5734,nan
5735,nan
5736,nan
5737,nan
5738,nan
5739,nan
5740,nan
5741,nan
5742,nan
5743,nan
5744,nan
5745,nan
5746,nan
5747,nan
5748,nan
5749,nan
5750,nan
5751,nan
5752,nan
5753,nan
5754,nan
5755,nan
5756,nan
5757,nan
5758,nan
5759,nan
5760,nan
5761,nan
5762,nan
5763,nan
5764,nan
5765,nan
5766,nan
5767,nan
5768,nan
5769,nan
5770,nan
5771,nan
5772,nan
5773,nan
5774,nan
5775,nan
5776,nan
5777,nan
5778,nan
5779,nan
5780,nan
5781,nan
5782,nan
5783,nan
5784,nan
5785,nan
5786,nan
5787,nan
5788,nan
5789,nan
5790,nan
5791,nan
5792,nan
5793,nan
5794,nan
5795,nan
5796,nan
5797,nan
5798,nan
5799,nan
5800,nan
5801,nan
5802,nan
5803,nan
5804,nan
5805,nan
5806,nan
5807,amazing first fantasy fae nice whole great last page hadamazing first fantasy fae nice whole great last page bawling eye screaming loud multiple reason wait next
5808,nan
5809,nan
5810,nan
5811,nan
5812,nan
5813,nan
5814,nan
5815,nan
5816,nan
5817,nan
5818,nan
5819,nan
5820,nan
5821,nan
5822,nan
5823,nan
5824,nan
5825,nan
5826,nan
5827,nan
5828,nan
5829,nan
5830,nan
5831,nan
5832,nan
5833,nan
5834,nan
5835,nan
5836,nan
5837,nan
5838,nan
5839,nan
5840,nan
5841,nan
5842,nan
5843,nan
5844,nan
5845,nan
5846,nan
5847,nan
5848,nan
5849,nan
5850,nan
5851,nan
5852,nan
5853,nan
5854,nan
5855,nan
5856,nan
5857,nan
5858,nan
5859,nan
5860,nan
5861,nan
5862,nan
5863,nan
5864,nan
5865,nan
5866,nan
5867,nan
5868,nan
5869,nan
5870,nan
5871,nan
5872,nan
5873,nan
5874,nan
5875,nan
5876,nan
5877,nan
5878,nan
5879,nan
5880,nan
5881,nan
5882,nan
5883,nan
5884,nan
5885,nan
5886,nan
5887,nan
5888,nan
5889,nan
5890,nan
5891,nan
5892,nan
5893,nan
5894,nan
5895,nan
5896,nan
5897,nan
5898,nan
5899,nan
5900,nan
5901,nan
5902,nan
5903,nan
5904,nan
5905,nan
5906,nan
5907,nan
5908,nan
5909,nan
5910,nan
5911,nan
5912,nan
5913,nan
5914,nan
5915,nan
5916,nan
5917,nan
5918,nan
5919,nan
5920,nan
5921,nan
5922,nan
5923,nan
5924,nan
5925,nan
5926,nan
5927,nan
5928,nan
5929,nan
5930,nan
5931,nan
5932,nan
5933,nan
5934,nan
5935,nan
5936,nan
5937,nan
5938,nan
5939,nan
5940,good twist see coming
5941,nan
5942,good easy follow interesting ending twist
5943,great story full twist turn like suspense finding couple
5944,good interesting twist ending
5945,really enjoyed good twist plot story line expect suspense
5946,almost man perspective pieced together lot hopeless first enjoyed
5947,hoover better good one short easy
5948,sweet ending good easy
5949,tad average would easy
5950,good maybe little overhyped tiktok better opinion still fab
5951,good good others nice ending good
5952,another colleen want cry
5953,potentially best ever unreal good plot twist
5954,nan
5955,nan
5956,nan
5957,nan
5958,nan
5959,nan
5960,nan
5961,nan
5962,nan
5963,nan
5964,nan
5965,nan
5966,nan
5967,nan
5968,nan
5969,nan
5970,nan
5971,nan
5972,nan
5973,nan
5974,nan
5975,nan
5976,nan
5977,nan
5978,nan
5979,nan
5980,nan
5981,nan
5982,nan
5983,nan
5984,nan
5985,nan
5986,nan
5987,nan
5988,nan
5989,nan
5990,nan
5991,nan
5992,nan
5993,nan
5994,nan
5995,nan
5996,nan
5997,nan
5998,nan
5999,nan
6000,nan
6001,nan
6002,nan
6003,nan
6004,nan
6005,nan
6006,nan
6007,nan
6008,nan
6009,nan
6010,nan
6011,nan
6012,nan
6013,nan
6014,nan
6015,nan
6016,nan
6017,nan
6018,put good put good
6019,nan
6020,nan
6021,nan
6022,nan
6023,nan
6024,nan
6025,nan
6026,nan
6027,nan
6028,nan
6029,nan
6030,nan
6031,nan
6032,nan
6033,nan
6034,nan
6035,nan
6036,nan
6037,nan
6038,nan
6039,nan
6040,nan
6041,nan
6042,nan
6043,nan
6044,nan
6045,nan
6046,nan
6047,nan
6048,nan
6049,nan
6050,nan
6051,nan
6052,nan
6053,nan
6054,nan
6055,nan
6056,nan
6057,nan
6058,nan
6059,brilliant loved
6060,spoiler alert much inclined hate beautiful loved huge fight frank cleo loved spoiler alert much inclined hate beautiful loved huge fight frank cleo loved beautiful ending loved
6061,started closed two month unable get first chapter drew last beautifully beautiful astarted closed two month unable get first chapter drew last beautifully beautiful altogether made weep little love explores effect grief people may critical sally rooney feel like time career high amazing
6062,nan
6063,nan
6064,nan
6065,nan
6066,made realise need like moreee god perfect
6067,nan
6068,resonated deeply made much painful better knowi resonated deeply made much painful better know
6069,nan
6070,nan
6071,nan
6072,nan
6073,nan
6074,nan
6075,nan
6076,nan
6077,nan
6078,nan
6079,nan
6080,nan
6081,nan
6082,nan
6083,nan
6084,nan
6085,nan
6086,nan
6087,nan
6088,nan
6089,nan
6090,nan
6091,nan
6092,nan
6093,nan
6094,nan
6095,nan
6096,nan
6097,nan
6098,nan
6099,nan
6100,nan
6101,nan
6102,nan
6103,nan
6104,nan
6105,nan
6106,nan
6107,nan
6108,nan
6109,nan
6110,nan
6111,nan
6112,nan
6113,nan
6114,nan
6115,nan
6116,nan
6117,nan
6118,nan
6119,nan
6120,nan
6121,nan
6122,nan
6123,nan
6124,nan
6125,nan
6126,nan
6127,nan
6128,nan
6129,nan
6130,nan
6131,nan
6132,nan
6133,nan
6134,nan
6135,nan
6136,nan
6137,nan
6138,nan
6139,nan
6140,nan
6141,nan
6142,nan
6143,nan
6144,nan
6145,nan
6146,nan
6147,nan
6148,nan
6149,nan
6150,nan
6151,nan
6152,nan
6153,nan
6154,nan
6155,nan
6156,nan
6157,nan
6158,nan
6159,nan
6160,nan
6161,nan
6162,nan
6163,nan
6164,story great something new even college life nerdy girl still cliché story everythe story great something new even college life nerdy girl still cliché story everybody know cough cough almost whole seriously annoyed main character cath eye seemed weak moment wanted shake till pull together really appreciate character development towards end
6165,nan
6166,nan
6167,nan
6168,nan
6169,nan
6170,nan
6171,ending breathe sarah time really outdid single page boring new inthat ending breathe sarah time really outdid single page boring new intriguing character introduced action packed heart stopping plot twist also world building story immaculate one best ever doubt
6172,nan
6173,nan
6174,nan
6175,nan
6176,nan
6177,spoiler alert perfect like everything maas expected something relationship mori azriel elain lucien spoiler alert perfect like everything maas expected something relationship mori azriel elain lucien cassian nesta
6178,amazing laughing almost cry frustrated happy part breathtaking warmed hthis amazing laughing almost cry frustrated happy part breathtaking warmed heart
6179,nan
6180,nan
6181,nan
6182,really interesting something entirely new idea falling love one day cute far interesting tthe really interesting something entirely new idea falling love one day cute far interesting point view two different people way perceive world eye opening fresh personally like natasha way seeing world realistic knowledge science history admirable way never seen chapter point view random people
6183,nan
6184,nan
6185,nan
6186,nan
6187,nan
6188,nan
6189,nan
6190,nan
6191,nan
6192,nan
6193,nan
6194,nan
6195,nan
6196,nan
6197,nan
6198,nan
6199,nan
6200,nan
6201,nan
6202,nan
6203,nan
6204,nan
6205,nan
6206,nan
6207,nan
6208,nan
6209,nan
6210,nan
6211,nan
6212,nan
6213,nan
6214,nan
6215,nan
6216,nan
6217,nan
6218,nan
6219,nan
6220,nan
6221,nan
6222,nan
6223,nan
6224,nan
6225,nan
6226,nan
6227,nan
6228,nan
6229,nan
6230,nan
6231,nan
6232,nan
6233,nan
6234,nan
6235,nan
6236,nan
6237,nan
6238,nan
6239,nan
6240,nan
6241,nan
6242,nan
6243,nan
6244,nan
6245,nan
6246,nan
6247,nan
6248,nan
6249,nan
6250,nan
6251,nan
6252,nan
6253,nan
6254,nan
6255,nan
6256,nan
6257,nan
6258,nan
6259,nan
6260,nan
6261,nan
6262,nan
6263,nan
6264,nan
6265,nan
6266,nan
6267,nan
6268,nan
6269,woah story took much darker turn interesting engaging previous took longer finish
6270,nice billy story resonated lot
6271,good plot twist lovable character intriguing story hard put definitely two
6272,best life somehow evelyn story resonated much
6273,nan
6274,finished wait next onejust finished wait next one
6275,honestly
6276,wanting keep coming
6277,wonderful imagination world created beautifully finished keep wanting
6278,nice little vacation favorite charactersit nice little vacation favorite character
6279,love always love
6280,nan
6281,spoiler alert another great take could happen world
6282,word express much loved novelwords express much loved
6283,nan
6284,nan
6285,loved much
6286,nan
6287,nan
6288,nan
6289,nan
6290,nan
6291,nan
6292,nan
6293,nan
6294,nan
6295,nan
6296,nan
6297,nan
6298,nan
6299,nan
6300,nan
6301,nan
6302,nan
6303,nan
6304,nan
6305,nan
6306,nan
6307,nan
6308,nan
6309,nan
6310,nan
6311,nan
6312,nan
6313,nan
6314,nan
6315,nan
6316,nan
6317,nan
6318,nan
6319,nan
6320,nan
6321,nan
6322,nan
6323,murder mystery art deeper meaning joy life replaced silence talented artist never said word really kila murder mystery art deeper meaning joy life replaced silence talented artist never said word really kill husband psychotherapist theo faber able solve mystery find reason silence tense story filled intricate secret short vivid chapter full little clue uncovered main character alicia artist accurately conveys feeling painting psychotherapist able feeling art definitely worth
6324,nan
6325,nan
6326,nan
6327,nan
6328,nan
6329,nan
6330,nan
6331,nan
6332,nan
6333,nan
6334,nan
6335,nan
6336,nan
6337,nan
6338,nan
6339,nan
6340,nan
6341,nan
6342,nan
6343,nan
6344,nan
6345,nan
6346,nan
6347,nan
6348,nan
6349,nan
6350,nan
6351,nan
6352,nan
6353,nan
6354,nan
6355,nan
6356,nan
6357,nan
6358,nan
6359,nan
6360,nan
6361,nan
6362,nan
6363,nan
6364,nan
6365,nan
6366,nan
6367,nan
6368,nan
6369,nan
6370,nan
6371,nan
6372,nan
6373,nan
6374,nan
6375,nan
6376,nan
6377,nan
6378,nan
6379,nan
6380,nan
6381,nan
6382,nan
6383,nan
6384,nan
6385,nan
6386,nan
6387,nan
6388,nan
6389,nan
6390,nan
6391,nan
6392,nan
6393,nan
6394,nan
6395,nan
6396,nan
6397,nan
6398,nan
6399,nan
6400,nan
6401,nan
6402,nan
6403,nan
6404,nan
6405,nan
6406,nan
6407,nan
6408,nan
6409,nan
6410,nan
6411,nan
6412,nan
6413,nan
6414,nan
6415,nan
6416,nan
6417,nan
6418,nan
6419,nan
6420,nan
6421,nan
6422,nan
6423,nan
6424,nan
6425,nan
6426,nan
6427,nan
6428,nan
6429,nan
6430,nan
6431,nan
6432,nan
6433,nan
6434,nan
6435,nan
6436,nan
6437,nan
6438,nan
6439,nan
6440,nan
6441,nan
6442,nan
6443,nan
6444,nan
6445,nan
6446,nan
6447,nan
6448,nan
6449,nan
6450,nan
6451,nan
6452,nan
6453,nan
6454,nan
6455,nan
6456,nan
6457,nan
6458,nan
6459,nan
6460,nan
6461,nan
6462,nan
6463,nan
6464,nan
6465,nan
6466,nan
6467,nan
6468,nan
6469,nan
6470,nan
6471,nan
6472,nan
6473,nan
6474,nan
6475,nan
6476,nan
6477,nan
6478,nan
6479,nan
6480,nan
6481,nan
6482,nan
6483,nan
6484,nan
6485,nan
6486,nan
6487,nan
6488,nan
6489,nan
6490,nan
6491,nan
6492,nan
6493,nan
6494,nan
6495,nan
6496,nan
6497,nan
6498,nan
6499,nan
6500,nan
6501,nan
6502,nan
6503,nan
6504,nan
6505,nan
6506,nan
6507,nan
6508,nan
6509,nan
6510,nan
6511,nan
6512,nan
6513,nan
6514,nan
6515,nan
6516,nan
6517,nan
6518,nan
6519,nan
6520,nan
6521,nan
6522,nan
6523,nan
6524,nan
6525,nan
6526,nan
6527,nan
6528,nan
6529,nan
6530,nan
6531,nan
6532,nan
6533,nan
6534,nan
6535,nan
6536,nan
6537,nan
6538,nan
6539,nan
6540,nan
6541,nan
6542,nan
6543,nan
6544,nan
6545,nan
6546,nan
6547,nan
6548,nan
6549,nan
6550,nan
6551,nan
6552,nan
6553,nan
6554,nan
6555,nan
6556,nan
6557,nan
6558,nan
6559,nan
6560,nan
6561,nan
6562,nan
6563,nan
6564,nan
6565,nan
6566,nan
6567,nan
6568,nan
6569,nan
6570,nan
6571,nan
6572,nan
6573,nan
6574,nan
6575,nan
6576,nan
6577,nan
6578,nan
6579,nan
6580,nan
6581,nan
6582,nan
6583,nan
6584,nan
6585,nan
6586,nan
6587,nan
6588,nan
6589,nan
6590,nan
6591,nan
6592,nan
6593,nan
6594,nan
6595,nan
6596,nan
6597,nan
6598,nan
6599,nan
6600,nan
6601,nan
6602,nan
6603,nan
6604,nan
6605,nan
6606,nan
6607,nan
6608,nan
6609,nan
6610,nan
6611,nan
6612,nan
6613,nan
6614,nan
6615,nan
6616,nan
6617,nan
6618,nan
6619,nan
6620,nan
6621,nan
6622,nan
6623,nan
6624,nan
6625,nan
6626,audio loved phoebe entire personality character see bloom literally gonna kill waudio loved phoebe entire personality character see bloom literally gonna kill amazing inspiring like kinda became new person gave whole new meaning idea care nothing really matter loved matter say mean waste time anyways need whole around gary existing think implode
6627,nan
6628,nan
6629,nan
6630,nan
6631,nan
6632,nan
6633,nan
6634,nan
6635,nan
6636,nan
6637,nan
6638,nan
6639,nan
6640,nan
6641,nan
6642,nan
6643,nan
6644,nan
6645,nan
6646,nan
6647,nan
6648,nan
6649,nan
6650,nan
6651,nan
6652,nan
6653,nan
6654,nan
6655,nan
6656,nan
6657,nan
6658,nan
6659,nan
6660,nan
6661,nan
6662,nan
6663,nan
6664,nan
6665,nan
6666,nan
6667,nan
6668,nan
6669,nan
6670,nan
6671,nan
6672,nan
6673,nan
6674,nan
6675,nan
6676,nan
6677,nan
6678,nan
6679,nan
6680,nan
6681,nan
6682,nan
6683,nan
6684,nan
6685,nan
6686,nan
6687,nan
6688,nan
6689,nan
6690,nan
6691,nan
6692,nan
6693,nan
6694,nan
6695,nan
6696,nan
6697,nan
6698,nan
6699,nan
6700,nan
6701,nan
6702,nan
6703,nan
6704,nan
6705,nan
6706,nan
6707,day easy meh
6708,nan
6709,nan
6710,nan
6711,nan
6712,nan
6713,nan
6714,nan
6715,nan
6716,nan
6717,nan
6718,nan
6719,nan
6720,nan
6721,nan
6722,nan
6723,nan
6724,nan
6725,nan
6726,nan
6727,nan
6728,nan
6729,nan
6730,nan
6731,nan
6732,nan
6733,nan
6734,nan
6735,nan
6736,nan
6737,nan
6738,nan
6739,nan
6740,nan
6741,nan
6742,nan
6743,nan
6744,nan
6745,nan
6746,nan
6747,nan
6748,nan
6749,nan
6750,started interesting story even turned percent twist happened feel message agenda took thanstarted interesting story even turned percent twist happened feel message agenda took actual story ending extremely underwhelming seemed like teach tell story
6751,bravo bravo
6752,vacation really good time even supposed engaged activity wondering vacation really good time even supposed engaged activity wondering highly recommend
6753,nan
6754,nan
6755,honest joy actually recommended many friend wanted somehow find way like honest joy actually recommended many friend wanted somehow find way like simply accolade acquired loved
6756,nan
6757,nan
6758,nan
6759,nan
6760,nan
6761,nan
6762,nan
6763,nan
6764,nan
6765,nan
6766,nan
6767,nan
6768,nan
6769,nan
6770,nan
6771,nan
6772,nan
6773,nan
6774,nan
6775,nan
6776,nan
6777,nan
6778,nan
6779,nan
6780,nan
6781,nan
6782,nan
6783,nan
6784,nan
6785,nan
6786,nan
6787,nan
6788,nan
6789,nan
6790,nan
6791,nan
6792,nan
6793,nan
6794,nan
6795,nan
6796,nan
6797,nan
6798,nan
6799,nan
6800,nan
6801,nan
6802,nan
6803,nan
6804,nan
6805,nan
6806,nan
6807,nan
6808,nan
6809,nan
6810,nan
6811,nan
6812,nan
6813,nan
6814,nan
6815,nan
6816,nan
6817,nan
6818,nan
6819,nan
6820,nan
6821,nan
6822,nan
6823,nan
6824,nan
6825,nan
6826,nan
6827,nan
6828,normally memoir one captivating hard put little girl functional dysfunctional family normally memoir one captivating hard put little girl functional dysfunctional family feel mother two side one often angry hit word description really let happening truly respect grandmother love dad never spent childhood good functional ending victoria smith
6829,liked curious sad woman lived damp garage rode bike afford car liked curious sad woman lived damp garage rode bike afford car debt life seemed going downhill interesting struggling eventually life get better casey empathize difficulty go getting work validated casey struggle life turn favorably end
6830,nan
6831,headline theme love take many different form positive negative metias dy june family focus getting revenge hiheadline theme love take many different form positive negative metias dy june family focus getting revenge murder try hunt person killed metias
6832,nan
6833,nan
6834,nan
6835,nan
6836,nan
6837,nan
6838,nan
6839,nan
6840,nan
6841,nan
6842,nan
6843,nan
6844,nan
6845,nan
6846,nan
6847,nan
6848,nan
6849,nan
6850,nan
6851,nan
6852,nan
6853,nan
6854,nan
6855,nan
6856,nan
6857,nan
6858,nan
6859,nan
6860,worried grittiness reduced seen hbo show first diverge enough still engaging worried grittiness reduced seen hbo show first diverge enough still engaging halfway got tired past arthur section eventually bored flashback get need backstory good character using converging timeline literary device sometimes post apocalyptic dystopian want apocalypse dystopia found show worthy consumption love whole idea travelling symphony sometimes like make think mind world ended one opposed something likethe road
6861,second andy consumed enjoyed even though appeal general public story creative wrapped intethis second andy consumed enjoyed even though appeal general public story creative wrapped interesting idea lean current understanding science sometimes dialogue cheesy borderline cringe expect popular science fiction nothing dark mind fuck solid recommendation anyone enjoys science fiction first hated rocky voice audiobook grew cool
6862,nan
6863,mike done great service give parent convince drug bad mmkay hismike done great service give parent convince drug bad mmkay anecdote seem hollow probably need eat mushroom lsd enough connection people know present information accurately effectively mostly free religious taint sort try explain psychedelics work present newer theory trying explain psychedelics work difficult explaining consioucous discussing topic avoid unless spent considerable effort understand trying explain even know get wrong know history follow new psychedelics much new definitely give mom
6864,nan
6865,nan
6866,nan
6867,nan
6868,nan
6869,nan
6870,nan
6871,nan
6872,nan
6873,nan
6874,got kinda stupid maybe last page hooked
6875,nan
6876,spoiler alert hooked moment picked constantly something new finding different moment spoiler alert hooked moment picked constantly something new finding different moment sat saying okay maybe kill kill etc many different option outcome extremely unexpected loved everything linked together smoothly felt planned random however slightly dissapointed ending whole felt like edged got short lived feel like actual murder rushed explanation afterwards like happens jonno aoife get away felt like wanted know actual murder probably took page overall fun adrenaline rushed many plot twist keep hooked
6877,finish stopped page couldnt bring finish bad lost interest fast think type stodid finish stopped page couldnt bring finish bad lost interest fast think type story take long finish genuinely liked love nina inej would skip chapter tried force finish got bored guess never know happens
6878,spoiler alert slightly anticlimactic feel like ovbious scarlett killed zach bit shocked liam spoiler alert slightly anticlimactic feel like ovbious scarlett killed zach bit shocked liam epilogue also really disliked sophie felt like enjoying living real mystery expecially end casually talking like story anyways enjoy felt slightly longwinded wait forgot say story surrounding happened tallulah end scarlett mum really saïd oop also mad ended soon wanted see happened reunited
6879,takkan shiori officially new otpand yes shed tear
6880,loved apart eleanor longed chapter
6881,spoiler alert mixed feeling love lucy libby etc etcknew henry odd start genuinely believe sociopathic trait lack empat spoiler alert mixed feeling love lucy libby etc etcknew henry odd start genuinely believe sociopathic trait lack empathy severe infatuation obsession manipulative would constantly victimise clemency right streak evil opinion man despised david man alike reveal murder somewhat anticlimactic kind knew coming henry spoke twist libby lucy child even bigger twist phin father left jaw hanging wish revealed henry lock room tracking libby phone etc feel like ended soon chance part need know fallout going see phin edit discovered fact sequel overall deffo looking gripping mystery told different povs
6882,think thing start get better get worse heart
6883,must
6884,normal normal people
6885,nan
6886,nan
6887,spoiler alert another dissapointment point need stop following tiktok reccomendations think spoiler alert another dissapointment point need stop following tiktok reccomendations think felt like fell flat majority really picked near end karen graham storyline becoming favourite predictable shame wish enjoyed
6888,spoiler alert honestly sure process seeing hype around many people saying put thought would spoiler alert honestly sure process seeing hype around many people saying put thought would give sadly left dissapointed finishing felt like chore think first really fun interesting honestly becomes somewhat repetitive knew going happen next expecially evelyn relationship ceila constantly going round circle connect plot new people marry fight leave around got tiring boring even really like together end give prop harry character tragic end felt plot twist involving monique dad unnecessary sure felt another thing felt like sometimes random like expecially part evelyn catch daughter felt like part filler nothing really made say wow overall think flatlined want leave another unfinished love thé idea concept think enjoyed executed
6889,spoiler alert hooked moment picked constantly something new finding different moment spoiler alert hooked moment picked constantly something new finding different moment sat saying okay maybe kill kill etc many different option outcome extremely unexpected loved everything linked together smoothly felt planned random however slightly dissapointed ending whole felt like edged got short lived feel like actual murder rushed explanation afterwards like happens jonno aoife get away felt like wanted know actual murder probably took page overall fun adrenaline rushed many plot twist keep hooked
6890,nan
6891,nan
6892,nan
6893,nan
6894,nan
6895,nan
6896,nan
6897,nan
6898,nan
6899,nan
6900,nan
6901,nan
6902,nan
6903,nan
6904,nan
6905,nan
6906,nan
6907,nan
6908,nan
6909,nan
6910,nan
6911,nan
6912,nan
6913,nan
6914,nan
6915,nan
6916,nan
6917,nan
6918,nan
6919,nan
6920,nan
6921,nan
6922,nan
6923,nan
6924,nan
6925,nan
6926,nan
6927,nan
6928,nan
6929,nan
6930,nan
6931,nan
6932,nan
6933,nan
6934,nan
6935,nan
6936,nan
6937,nan
6938,nan
6939,nan
6940,nan
6941,nan
6942,nan
6943,nan
6944,nan
6945,nan
6946,nan
6947,nan
6948,nan
6949,nan
6950,nan
6951,nan
6952,nan
6953,nan
6954,nan
6955,nan
6956,nan
6957,nan
6958,nan
6959,nan
6960,nan
6961,nan
6962,nan
6963,nan
6964,nan
6965,nan
6966,nan
6967,nan
6968,nan
6969,nan
6970,nan
6971,nan
6972,nan
6973,nan
6974,nan
6975,nan
6976,nan
6977,nan
6978,nan
6979,nan
6980,nan
6981,nan
6982,nan
6983,nan
6984,nan
6985,nan
6986,nan
6987,nan
6988,nan
6989,nan
6990,nan
6991,nan
6992,nan
6993,nan
6994,nan
6995,nan
6996,nan
6997,nan
6998,nan
6999,nan
7000,nan
7001,nan
7002,nan
7003,nan
7004,nan
7005,nan
7006,nan
7007,nan
7008,nan
7009,nan
7010,nan
7011,nan
7012,nan
7013,nan
7014,nan
7015,nan
7016,nan
7017,nan
7018,nan
7019,nan
7020,nan
7021,nan
7022,nan
7023,nan
7024,nan
7025,nan
7026,nan
7027,nan
7028,best boy suwa
7029,think want watch queen gambit
7030,embarrassed first finished year manga
7031,good really love freshwater yay finally finishing another
7032,gaslight gatekeep girlboss
7033,sigh sex scene way much listen work also really found disliking character story went nowsigh sex scene way much listen work also really found disliking character story went feel meh would interested rom coms feature character sec worker
7034,overlap history quite surprising incredibly heartbreaking
7035,listened audiobook thank listening
7036,listened audiobook love brain
7037,heartstopper vol
7038,heartstopper volume three
7039,malibu rising
7040,heartstopper vol
7041,please
7042,heartstopper
7043,updated ranking emily henry rom com based male lead lover happy place beach people meet vacation
7044,listened audiobook think hated maybe one two moment quite liked overall meh also tattoo absolutelistened audiobook think hated maybe one two moment quite liked overall meh also tattoo absolutely atrocious give take knuckle tatts nooo
7045,listened audiobook omg ending people meet vacation lover beach definitive rankinglistened audiobook omg ending people meet vacation lover beach definitive ranking love interest gu charlie alex
7046,listened audiobook finally finished middle road main protagonist slightly annoying fun otherlistened audiobook finally finished middle road main protagonist slightly annoying fun others also know plot fun enough either
7047,listened audiobook okay seriously cute loveable probably favourite rom com listened thus far
